AE_CODE,DT_DEBUT,NS_ETAB_ID,DGSP_CODE,DT_FIN,CP_LOC_COM_IMPL,NOM_ETAB,TELEPHONE_ETAB,PROV_ETAB,DGSP_OBJ_ID,URL_ETAB,FOR_OBJ_ID,NUMERO_FASE_ETAB,AE_NOM,ADRS_IMPL,_version_,TE_INTITULE,RESEAU,id,CO_ANNEE_ETUDES,NS_SA_ID
1 D2 3 P,2014-09-01,425,1 D2 P,9999-12-31,1030 - SCHAERBEEK - SCHAERBEEK,COLLEGE ROI BAUDOUIN ENSEIGNEMENT TECHNIQUE ET PROFESSIONNEL,02-734 38 85,BRUXELLES-CAPITALE,50,,42,425,Type 1 deuxième degré troisième professionnel qualification,Avenue Eugène Plasky 184 ,"1,73303307631277E+018",CUISINE ET SALLE,Libre confessionnel,181349,1 D2 3 P,181349
1 D2 3 G,2014-09-01,428,1 D2 G,9999-12-31,7100 - LA LOUVIERE - LA LOUVIERE,INSTITUT TECHNIQUE CARDINAL MERCIER - NOTRE-DAME DU SACRE-COEUR,02-216 21 97,BRUXELLES-CAPITALE,49,,39,428,Type 1 deuxième degré troisième général transition,RUE DES FONDS COPPEE 5 ,"1,73303307631487E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,180868,1 D2 3 G,180868
1 D2 3 P,2014-09-01,429,1 D2 P,9999-12-31,1030 - SCHAERBEEK - SCHAERBEEK,INSTITUT COMMUNAL TECHNIQUE FRANS FISCHER,02-240 17 80,BRUXELLES-CAPITALE,50,,42,429,Type 1 deuxième degré troisième professionnel qualification,Rue Général Eenens 66 ,"1,7330330763285E+018",HORTICULTURE ET MAINTENANCE DE MATERIEL,Subventionné communal,181230,1 D2 3 P,181230
1 D2 3 G,2014-09-01,432,1 D2 G,9999-12-31,1030 - SCHAERBEEK - SCHAERBEEK,INSTITUT SAINT-DOMINIQUE,02-240 16 10,BRUXELLES-CAPITALE,49,,39,432,Type 1 deuxième degré troisième général transition,Rue Caporal Claes 38 ,"1,73303307633479E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181287,1 D2 3 G,181287
1 D2 3 G,2014-09-01,460,1 D2 G,9999-12-31,1180 - UCCLE - UCCLE,ATHENEE ROYAL D'UCCLE I,02-374 05 84,BRUXELLES-CAPITALE,49,,39,460,Type 1 deuxième degré troisième général transition,Avenue Houzeau 87 ,"1,73303307633689E+018",LANGUE MODERNE II ANGLAIS,WBE,799,1 D2 3 G,799
1 D2 3 G,2014-09-01,462,1 D2 G,9999-12-31,1180 - UCCLE - UCCLE,ECOLE DECROLY,02-374 17 03,BRUXELLES-CAPITALE,49,,39,462,Type 1 deuxième degré troisième général transition,Drève des Gendarmes 45 ,"1,73303307633898E+018",LANGUE MODERNE I NEERLANDAIS,Libre non confessionnel,181418,1 D2 3 G,181418
1 D2 3 G,2014-09-01,463,1 D2 G,9999-12-31,1180 - UCCLE - UCCLE,COLLEGE SAINT-PIERRE,02-344 50 58,BRUXELLES-CAPITALE,49,,39,463,Type 1 deuxième degré troisième général transition,Avenue Coghen 213 ,"1,73303307634527E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181436,1 D2 3 G,181436
1 D2 3 G,2014-09-01,464,1 D2 G,9999-12-31,1180 - UCCLE - UCCLE,CENTRE D'ENSEIGNEMENT SECONDAIRE LIBRE NOTRE-DAME DES CHAMPS,02-374 58 40,BRUXELLES-CAPITALE,49,,39,464,Type 1 deuxième degré troisième général transition,Rue Edith Cavell 143 ,"1,73303307634737E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181456,1 D2 3 G,181456
1 D2 3 G,2014-09-01,465,1 D2 G,9999-12-31,1180 - UCCLE - UCCLE,ATHENEE ROYAL D'UCCLE II,02-374 37 91,BRUXELLES-CAPITALE,49,,39,465,Type 1 deuxième degré troisième général transition,Avenue des Tilleuls 24 ,"1,73303307635052E+018",LANGUE MODERNE II ANGLAIS,WBE,2591,1 D2 3 G,2591
1 D2 3 G,2014-09-01,466,1 D2 G,9999-12-31,1180 - UCCLE - UCCLE,INSTITUT SAINT-VINCENT DE PAUL,02-345 46 26,BRUXELLES-CAPITALE,49,,39,466,Type 1 deuxième degré troisième général transition,Place Jean Vander Elst 25 ,"1,73303307635471E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181379,1 D2 3 G,181379
1 D2 3 G,2014-09-01,480,1 D2 G,9999-12-31,1180 - UCCLE - UCCLE,ATHENEE GANENOU,02-376 11 76,BRUXELLES-CAPITALE,49,,39,480,Type 1 deuxième degré troisième général transition,Rue du Melkriek 3 ,"1,73303307636415E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181487,1 D2 3 G,181487
1 D2 3 G,2014-09-01,492,1 D2 G,9999-12-31,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,COLLEGE SAINT-HUBERT,02-660 19 40,BRUXELLES-CAPITALE,49,,39,492,Type 1 deuxième degré troisième général transition,Avenue Charle-Albert 9 ,"1,7330330763652E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181500,1 D2 3 G,181500
1 D2 3 G,2014-09-01,494,1 D2 G,9999-12-31,1170 - WATERMAEL-BOITSFORT - WATERMAEL-BOITSFORT,INSTITUT DE L'ASSOMPTION,02-663 82 90,BRUXELLES-CAPITALE,49,,39,494,Type 1 deuxième degré troisième général transition,Avenue Alfred Solvay 4 ,"1,73303307636729E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181518,1 D2 3 G,181518
1 D2 3 G,2014-09-01,513,1 D2 G,9999-12-31,1200 - WOLUWE-SAINT-LAMBERT - WOLUWE-SAINT-LAMBERT,ATHENEE ROYAL WOLUWE-SAINT-LAMBERT,02-776 82 60,BRUXELLES-CAPITALE,49,,39,513,Type 1 deuxième degré troisième général transition,Rue de l'Athénée Royal 75-77 ,"1,73303307636834E+018",LANGUE MODERNE II ANGLAIS,WBE,1158,1 D2 3 G,1158
1 D2 3 G,2014-09-01,514,1 D2 G,9999-12-31,7070 - LE ROEULX - LE ROEULX,CENTRE SCOLAIRE DU SACRE-COEUR DE LINDTHOUT,02-736 00 94,HAINAUT,49,,39,514,Type 1 deuxième degré troisième général transition,RUE D HOUDENG 134 ,"1,73303307637149E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181547,1 D2 3 G,181547
1 D2 3 G,2014-09-01,515,1 D2 G,9999-12-31,1200 - WOLUWE-SAINT-LAMBERT - WOLUWE-SAINT-LAMBERT,COLLEGE DON BOSCO,02-771 98 48,BRUXELLES-CAPITALE,49,,39,515,Type 1 deuxième degré troisième général transition,Chaussée de Stockel 270 ,"1,73303307637778E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181589,1 D2 3 G,181589
1 D2 3 G,2014-09-01,517,1 D2 G,9999-12-31,1200 - WOLUWE-SAINT-LAMBERT - WOLUWE-SAINT-LAMBERT,INSTITUT DES DAMES DE MARIE,02-743 27 90,BRUXELLES-CAPITALE,49,,39,517,Type 1 deuxième degré troisième général transition,Rue Vergote 40 ,"1,73303307637988E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181531,1 D2 3 G,181531
1 D2 3 G,2014-09-01,519,1 D2 G,9999-12-31,1200 - WOLUWE-SAINT-LAMBERT - WOLUWE-SAINT-LAMBERT,INSTITUT DE LA PROVIDENCE,02-770 09 46,BRUXELLES-CAPITALE,49,,39,519,Type 1 deuxième degré troisième général transition,Rue des Déportés 42 ,"1,73303307638197E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181572,1 D2 3 G,181572
1 D2 3 G,2014-09-01,539,1 D2 G,9999-12-31,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,ATHENEE ROYAL CROMMELYNCK,02-770 06 20,BRUXELLES-CAPITALE,49,,39,539,Type 1 deuxième degré troisième général transition,Avenue Orban 73 ,"1,73303307638827E+018",LANGUE MODERNE II ANGLAIS,WBE,2828,1 D2 3 G,2828
1 D2 3 G,2014-09-01,540,1 D2 G,9999-12-31,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,COLLEGE JEAN XXIII,02-771 01 78,BRUXELLES-CAPITALE,49,,39,540,Type 1 deuxième degré troisième général transition,Boulevard de la Woluwe 22 ,"1,73303307639036E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181617,1 D2 3 G,181617
1 D2 3 G,2014-09-01,541,1 D2 G,9999-12-31,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,LYCEE MATER DEI,02-770 03 99,BRUXELLES-CAPITALE,49,,39,541,Type 1 deuxième degré troisième général transition,Avenue de l'Aviation 72 ,"1,73303307639456E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181644,1 D2 3 G,181644
1 D2 3 P,2014-09-01,542,1 D2 P,9999-12-31,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,INSTITUT DON BOSCO,02-771 01 02,BRUXELLES-CAPITALE,50,,42,542,Type 1 deuxième degré troisième professionnel qualification,Avenue du Val d'Or 90 D ,"1,73303307639665E+018",ELECTRICITE,Libre confessionnel,180905,1 D2 3 P,180905
1 D2 3 TQ,2014-09-01,543,1 D2 TQ,9999-12-31,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,Centre scolaire Eddy Merckx,02-773 18 32,BRUXELLES-CAPITALE,51,,40,543,Type 1 deuxième degré troisième technique qualification,Rue au bois 369 ,"1,7330330764019E+018",TECHNIQUES SOCIALES ET D'ANIMATION,Subventionné communal,181667,1 D2 3 TQ,181667
1 D2 3 G,2014-09-01,565,1 D2 G,9999-12-31,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,ATHENEE ROYAL RIVA-BELLA,02-389 09 32,BRABANT WALLON,49,,39,565,Type 1 deuxième degré troisième général transition,Place Riva Bella  ,"1,73303307640504E+018",LANGUE MODERNE II ANGLAIS,WBE,2844,1 D2 3 G,2844
1 D2 3 G,2014-09-01,567,1 D2 G,9999-12-31,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,COLLEGE ARCHIEPISCOPAL CARDINAL MERCIER,02-386 15 11,BRABANT WALLON,49,,39,567,Type 1 deuxième degré troisième général transition,Chée de Mont-Saint-Jean 83 ,"1,73303307641343E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,181710,1 D2 3 G,181710
1 D2 3 G,2014-09-01,568,1 D2 G,9999-12-31,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,INSTITUT DE LA VALLEE BAILLY (Enseignement général),02-389 49 50,BRABANT WALLON,49,,39,568,Type 1 deuxième degré troisième général transition,Rue de la Vallée Bailly 102 ,"1,73303307641763E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,181734,1 D2 3 G,181734
1 D2 3 TQ,2014-09-01,569,1 D2 TQ,9999-12-31,1410 - WATERLOO - WATERLOO,INSTITUT D'ENSEIGNEMENT CARDINAL MERCIER,02-386 15 47,BRABANT WALLON,51,,40,569,Type 1 deuxième degré troisième technique qualification,Chemin des Roussettes 10 ,"1,73303307641868E+018",RESTAURATION,Libre confessionnel,182249,1 D2 3 TQ,182249
1 D2 3 TQ,2014-09-01,571,1 D2 TQ,9999-12-31,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,INSTITUT DE LA VALLEE BAILLY (Enseignement technique),02-389 49 50,BRABANT WALLON,51,,40,571,Type 1 deuxième degré troisième technique qualification,Rue de la Vallée Bailly 102 ,"1,73303307642077E+018",TECHNIQUES SOCIALES ET D'ANIMATION,Libre confessionnel,181687,1 D2 3 TQ,181687
1 D2 3 G,2014-09-01,589,1 D2 G,9999-12-31,7830 - SILLY - SILLY,COLLEGE SAINT-ETIENNE CAMPUS,010-61 27 56,BRABANT WALLON,49,,39,589,Type 1 deuxième degré troisième général transition,RUE DE GRAMMONT 35 A000,"1,73303307642497E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,181794,1 D2 3 G,181794
1 D2 3 P,2014-09-01,591,1 D2 P,9999-12-31,1310 - LA HULPE - LA HULPE,INSTITUT TECHNIQUE PROVINCIAL,010-61 22 61,BRABANT WALLON,50,,42,591,Type 1 deuxième degré troisième professionnel qualification,Rue des Combattants 5 ,"1,7330330764344E+018",MECANIQUE GARAGE,Subventionné provincial,181753,1 D2 3 P,181753
1 D2 3 G,2014-09-01,616,1 D2 G,9999-12-31,1370 - JODOIGNE - JODOIGNE,ATHENEE ROYAL JODOIGNE,010-81 35 26,BRABANT WALLON,49,,39,616,Type 1 deuxième degré troisième général transition,Chaussée de Hannut 61 ,"1,73303307645223E+018",LANGUE MODERNE II ANGLAIS,WBE,2898,1 D2 3 G,2898
1 D2 3 G,2014-09-01,620,1 D2 G,9999-12-31,1370 - JODOIGNE - JODOIGNE,INSTITUT SAINT-ALBERT,010-81 12 50,BRABANT WALLON,49,,39,620,Type 1 deuxième degré troisième général transition,Avenue Fernand Charlot 35 ,"1,73303307645852E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,181856,1 D2 3 G,181856
1 D2 3 G,2014-09-01,622,1 D2 G,9999-12-31,1370 - JODOIGNE - JODOIGNE,Centre provincial d'enseignement secondaire (CEPES),010-81 88 00,BRABANT WALLON,49,,39,622,Type 1 deuxième degré troisième général transition,Chaussée de Tirlemont 85 ,"1,73303307646167E+018",LANGUE MODERNE I ANGLAIS,Subventionné provincial,181876,1 D2 3 G,181876
1 D2 3 G,2014-09-01,641,1 D2 G,9999-12-31,1400 - NIVELLES - NIVELLES,ATHENEE ROYAL NIVELLES,067-21 24 58,BRABANT WALLON,49,,39,641,Type 1 deuxième degré troisième général transition,Avenue du Centenaire 34 ,"1,7330330764774E+018",LANGUE MODERNE II ANGLAIS,WBE,2570,1 D2 3 G,2570
1 D2 3 G,2014-09-01,642,1 D2 G,9999-12-31,1400 - NIVELLES - NIVELLES,COLLEGE SAINTE-GERTRUDE,067-21 12 60,BRABANT WALLON,49,,39,642,Type 1 deuxième degré troisième général transition,Faubourg de Mons 1 ,"1,73303307648054E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,182066,1 D2 3 G,182066
1 D2 3 G,2014-09-01,644,1 D2 G,9999-12-31,1400 - NIVELLES - NIVELLES,INSTITUT DE L'ENFANT-JESUS LYCEE,067-89 38 00,BRABANT WALLON,49,,39,644,Type 1 deuxième degré troisième général transition,Rue de Sotriamont 1 ,"1,73303307648473E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182095,1 D2 3 G,182095
1 D2 3 P,2014-09-01,645,1 D2 P,9999-12-31,1400 - NIVELLES - NIVELLES,INSTITUT PROVINCIAL DES ARTS ET METIERS,067-79 48 79,BRABANT WALLON,50,,42,645,Type 1 deuxième degré troisième professionnel qualification,Rue Ferdinand Delcroix 33 ,"1,73303307648683E+018",MECANIQUE POLYVALENTE,Subventionné provincial,181945,1 D2 3 P,181945
1 D2 3 G,2014-09-01,647,1 D2 G,9999-12-31,1400 - NIVELLES - NIVELLES,INSTITUT DU SACRE-COEUR,067-21 95 71,BRABANT WALLON,49,,39,647,Type 1 deuxième degré troisième général transition,Rue Saint-Jean 2 ,"1,73303307649208E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,181983,1 D2 3 G,181983
1 D2 3 P,2014-09-01,648,1 D2 P,9999-12-31,1400 - NIVELLES - NIVELLES,INSTITUT PROVINCIAL D'ENSEIGNEMENT TECHNIQUE,067-21 61 66,BRABANT WALLON,50,,42,648,Type 1 deuxième degré troisième professionnel qualification,Rue du Paradis 79A ,"1,73303307649732E+018",SERVICES SOCIAUX,Subventionné provincial,182026,1 D2 3 P,182026
1 D2 3 G,2014-09-01,667,1 D2 G,9999-12-31,1330 - RIXENSART - RIXENSART,ATHENEE ROYAL RIXENSART WAVRE,02-634 04 72,BRABANT WALLON,49,,39,667,Type 1 deuxième degré troisième général transition,Rue Albert Croy 3 ,"1,73303307651305E+018",LANGUE MODERNE II ANGLAIS,WBE,1078,1 D2 3 G,1078
1 D2 3 P,2014-09-01,668,1 D2 P,9999-12-31,1332 - RIXENSART - GENVAL,COLLEGE NOTRE-DAME DES TROIS VALLEES,02-654 07 82,BRABANT WALLON,50,,42,668,Type 1 deuxième degré troisième professionnel qualification,Rue du Couvent 2 ,"1,73303307652144E+018",ARTS APPLIQUES,Libre confessionnel,181825,1 D2 3 P,181825
1 D2 3 G,2014-09-01,679,1 D2 G,9999-12-31,1480 - TUBIZE - CLABECQ,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,02-355 66 87,BRABANT WALLON,49,,39,679,Type 1 deuxième degré troisième général transition,Route Provinciale 11 ,"1,73303307652773E+018",LANGUE MODERNE I ANGLAIS,Subventionné provincial,182214,1 D2 3 G,182214
1 D2 3 P,2014-09-01,680,1 D2 P,9999-12-31,1480 - TUBIZE - TUBIZE,COLLEGE SAINT-FRANCOIS D'ASSISE,02-355 83 77,BRABANT WALLON,50,,42,680,Type 1 deuxième degré troisième professionnel qualification,Rue des Frères Taymans 115 ,"1,73303307654136E+018",ELECTRICITE,Libre confessionnel,182173,1 D2 3 P,182173
1 D2 3 G,2014-09-01,692,1 D2 G,9999-12-31,1410 - WATERLOO - WATERLOO,ATHENEE ROYAL DE WATERLOO,02-354 92 76,BRABANT WALLON,49,,39,692,Type 1 deuxième degré troisième général transition,Rue de la Station 118 ,"1,7330330765487E+018",LANGUE MODERNE II ANGLAIS,WBE,2959,1 D2 3 G,2959
1 D2 3 G,2014-09-01,693,1 D2 G,9999-12-31,1410 - WATERLOO - WATERLOO,LYCEE DE BERLAYMONT,02-357 09 83,BRABANT WALLON,49,,39,693,Type 1 deuxième degré troisième général transition,Drève d'Argenteuil 10C ,"1,73303307655184E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182310,1 D2 3 G,182310
1 D2 3 G,2014-09-01,694,1 D2 G,9999-12-31,1410 - WATERLOO - WATERLOO,Institut d'enseignement secondaire des Sacrés-Coeurs,02-354 01 86,BRABANT WALLON,49,,39,694,Type 1 deuxième degré troisième général transition,Place Albert Ier  ,"1,73303307655499E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182269,1 D2 3 G,182269
1 D2 3 G,2015-09-01,707,1 D2 G,9999-12-31,1300 - WAVRE - WAVRE,Collège Notre-Dame,010-23 83 00,BRABANT WALLON,49,,39,707,Type 1 deuxième degré troisième général transition,Rue du Calvaire 4 ,"1,73303307656023E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182440,1 D2 3 G,182440
1 D2 3 G,2014-09-01,708,1 D2 G,9999-12-31,1300 - WAVRE - WAVRE,INSTITUT SAINT-JEAN-BAPTISTE,010-22 24 60,BRABANT WALLON,49,,39,708,Type 1 deuxième degré troisième général transition,Rue de Bruxelles 45 ,"1,73303307656233E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,182459,1 D2 3 G,182459
1 D2 3 G,2014-09-01,710,1 D2 G,9999-12-31,6041 - CHARLEROI - GOSSELIES,"ECOLE INTERNATIONALE ""LE VERSEAU"" - E.L.C.E.",010-23 17 27,BRABANT WALLON,49,,39,710,Type 1 deuxième degré troisième général transition,Rue Dom Berlière 7 ,"1,73303307656757E+018",LANGUE MODERNE I ANGLAIS,Libre non confessionnel,182521,1 D2 3 G,182521
1 D2 3 P,2014-09-01,712,1 D2 P,9999-12-31,1490 - COURT-SAINT-ETIENNE - COURT-SAINT-ETIENNE,COLLEGE TECHNIQUE SAINT-JEAN,010-22 28 29,BRABANT WALLON,50,,42,712,Type 1 deuxième degré troisième professionnel qualification,Rue Belotte 7 ,"1,73303307657072E+018",MECANIQUE POLYVALENTE,Libre confessionnel,182334,1 D2 3 P,182334
1 D2 3 G,2014-09-01,747,1 D2 G,9999-12-31,1348 - OTTIGNIES-LOUVAIN-LA-NEUVE - LOUVAIN-LA-NEUVE,ATHENEE ROYAL PAUL DELVAUX,010-42 04 20,LIEGE,49,,39,747,Type 1 deuxième degré troisième général transition,Rue de Clairvaux 5 ,"1,73303307658854E+018",LANGUE MODERNE II ANGLAIS,WBE,2938,1 D2 3 G,2938
1 D2 3 G,2014-09-01,748,1 D2 G,9999-12-31,1340 - OTTIGNIES-LOUVAIN-LA-NEUVE - OTTIGNIES-LOUVAIN-LA-NEUVE,COLLEGE DU CHRIST-ROI,010-42 04 70,BRABANT WALLON,49,,39,748,Type 1 deuxième degré troisième général transition,Rue de Renivaux 25 ,"1,73303307659484E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182118,1 D2 3 G,182118
1 D2 3 G,2014-09-01,749,1 D2 G,9999-12-31,1348 - OTTIGNIES-LOUVAIN-LA-NEUVE - LOUVAIN-LA-NEUVE,LYCEE MARTIN V,010-83 41 00,BRABANT WALLON,49,,39,749,Type 1 deuxième degré troisième général transition,Rue du Collège 3 ,"1,73303307659693E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182135,1 D2 3 G,182135
1 D2 3 G,2014-09-01,778,1 D2 G,9999-12-31,7800 - ATH - ATH,ATHENEE ROYAL ATH,068-26 90 00,HAINAUT,49,,39,778,Type 1 deuxième degré troisième général transition,Rue des Récollets 9 ,"1,73303307660532E+018",LANGUE MODERNE II ANGLAIS,WBE,1501,1 D2 3 G,1501
1 D2 3 P,2014-09-01,779,1 D2 P,9999-12-31,7800 - ATH - ATH,INSTITUT TECHNIQUE LIBRE,068-26 88 80,BRUXELLES-CAPITALE,50,,42,779,Type 1 deuxième degré troisième professionnel qualification,Rue André Delzenne 40 ,"1,73303307660847E+018",ELECTRICITE,Libre confessionnel,182542,1 D2 3 P,182542
1 D2 3 P,2014-09-01,780,1 D2 P,9999-12-31,7500 - TOURNAI - TOURNAI,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,068-26 46 50,HAINAUT,50,,42,780,Type 1 deuxième degré troisième professionnel qualification,Rue Saint-Eleuthère 16 ,"1,7330330766221E+018",CUISINE ET SALLE,Subventionné provincial,182615,1 D2 3 P,182615
1 D2 3 P,2014-09-01,782,1 D2 P,9999-12-31,7800 - ATH - ATH,INSTITUT SAINT-FRANCOIS DE SALES,068-26 51 20,HAINAUT,50,,42,782,Type 1 deuxième degré troisième professionnel qualification,Rue de l'Industrie 6 ,"1,7330330766609E+018",VENTE,Libre confessionnel,182582,1 D2 3 P,182582
1 D2 3 G,2014-09-01,783,1 D2 G,9999-12-31,7800 - ATH - ATH,COLLEGE SAINT-JULIEN,068-28 50 20,HAINAUT,49,,39,783,Type 1 deuxième degré troisième général transition,Rue de la Station 17 ,"1,73303307666509E+018",LANGUE MODERNE I NEERLANDAIS,Libre confessionnel,182657,1 D2 3 G,182657
1 D2 3 G,2014-09-01,827,1 D2 G,9999-12-31,7910 - FRASNES-LEZ-ANVAING - ANVAING,ATHENEE ROYAL LUCIENNE TELLIER,069-87 18 20,HAINAUT,49,,39,827,Type 1 deuxième degré troisième général transition,Chemin du Carnois 32 A ,"1,73303307666928E+018",LANGUE MODERNE II ANGLAIS,WBE,2981,1 D2 3 G,2981
1 D2 3 G,2014-09-01,908,1 D2 G,9999-12-31,6000 - CHARLEROI - CHARLEROI,ATHENEE ROYAL VAUBAN,071-32 07 02,HAINAUT,49,,39,908,Type 1 deuxième degré troisième général transition,Rue Emile Tumelaire 12 ,"1,73303307667348E+018",LANGUE MODERNE II ANGLAIS,WBE,355,1 D2 3 G,355
1 D2 3 G,2014-09-01,909,1 D2 G,9999-12-31,6000 - CHARLEROI - CHARLEROI,ATHENEE ROYAL ERNEST SOLVAY,071-20 27 00,HAINAUT,49,,39,909,Type 1 deuxième degré troisième général transition,Boulevard Emile Devreux 27 ,"1,73303307667872E+018",LANGUE MODERNE II ALLEMAND,WBE,1312,1 D2 3 G,1312
1 D2 3 G,2014-09-01,910,1 D2 G,9999-12-31,6000 - CHARLEROI - CHARLEROI,INSTITUT SAINT-JOSEPH,071-20 72 72,HAINAUT,49,,39,910,Type 1 deuxième degré troisième général transition,Rue Pige au Croly 37 ,"1,73303307668187E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183064,1 D2 3 G,183064
1 D2 3 G,2014-09-01,911,1 D2 G,9999-12-31,6000 - CHARLEROI - CHARLEROI,CENTRE SCOLAIRE DU SACRE-COEUR,071-23 10 68,HAINAUT,49,,39,911,Type 1 deuxième degré troisième général transition,Boulevard Audent 58 ,"1,73303307669235E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183113,1 D2 3 G,183113
1 D2 3 G,2014-09-01,912,1 D2 G,9999-12-31,6000 - CHARLEROI - CHARLEROI,INSTITUT NOTRE-DAME,071-20 71 20,HAINAUT,49,,39,912,Type 1 deuxième degré troisième général transition,Rue de Marcinelle 41 ,"1,7330330766976E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183138,1 D2 3 G,183138
1 D2 3 P,2014-09-01,920,1 D2 P,9999-12-31,7070 - LE ROEULX - LE ROEULX,INSTITUT D'ENSEIGNEMENT TECHNIQUE NOTRE-DAME,071-30 23 30,HAINAUT,50,,42,920,Type 1 deuxième degré troisième professionnel qualification,RUE MONT COUPE 28 ,"1,73303307670703E+018",ARTS APPLIQUES,Libre confessionnel,182989,1 D2 3 P,182989
1 D2 3 G,2014-09-01,921,1 D2 G,9999-12-31,6000 - CHARLEROI - CHARLEROI,INSTITUT SAINT-ANDRE,071-20 72 20,HAINAUT,49,,39,921,Type 1 deuxième degré troisième général transition,Rue du Parc 6 ,"1,73303307671228E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,183024,1 D2 3 G,183024
1 D2 3 P,2014-09-01,923,1 D2 P,9999-12-31,6240 - FARCIENNES - FARCIENNES,Université du Travail - Institut d'enseignement technique secondaire,071-53 17 53,HAINAUT,50,,42,923,Type 1 deuxième degré troisième professionnel qualification,Rue Henin 30 ,"1,73303307671962E+018",MECANIQUE GARAGE,Subventionné provincial,183173,1 D2 3 P,183173
1 D2 3 G,2014-09-01,926,1 D2 G,9999-12-31,6000 - CHARLEROI - CHARLEROI,Université du Travail - Institut Jean Jaurès,071-53 17 54,HAINAUT,49,,39,926,Type 1 deuxième degré troisième général transition,Rue de la Broucheterre 52B ,"1,73303307675527E+018",LANGUE MODERNE I ANGLAIS,Subventionné provincial,183224,1 D2 3 G,183224
1 D2 3 G,2014-09-01,932,1 D2 G,9999-12-31,6041 - CHARLEROI - GOSSELIES,ATHENEE ROYAL LES MARLAIRES,071-25 87 70,HAINAUT,49,,39,932,Type 1 deuxième degré troisième général transition,Rue de la Providence 12 ,"1,73303307676785E+018",LANGUE MODERNE II ANGLAIS,WBE,3102,1 D2 3 G,3102
1 D2 3 G,2014-09-01,933,1 D2 G,9999-12-31,6041 - CHARLEROI - GOSSELIES,Institut de la Providence Humanités,071-34 93 10,HAINAUT,49,,39,933,Type 1 deuxième degré troisième général transition,Faubourg de Bruxelles 105 ,"1,733033076771E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182811,1 D2 3 G,182811
1 D2 3 G,2014-09-01,934,1 D2 G,9999-12-31,6041 - CHARLEROI - GOSSELIES,Collège Saint-Michel,071-35 36 74,HAINAUT,49,,39,934,Type 1 deuxième degré troisième général transition,Faubourg de Charleroi 15 ,"1,73303307677729E+018",LANGUE MODERNE I ANGLAIS,Libre confessionnel,182851,1 D2 3 G,182851
1 D2 3 P,2014-09-01,936,1 D2 P,9999-12-31,6041 - CHARLEROI - GOSSELIES,Institut Sainte-Anne,071-25 82 20,HAINAUT,50,,42,936,Type 1 deuxième degré troisième professionnel qualification,Rue Circulaire 5 ,"1,73303307678043E+018",CUISINE ET SALLE,Libre confessionnel,182758,1 D2 3 P,182758
