AE_CODE,DT_DEBUT,NS_ETAB_ID,CP_LOC_COM_IMPL,DT_FIN,NOM_ETAB,AE_OBJ_ID,TELEPHONE_ETAB,PROV_ETAB,TE_LIBL_CRT,DGSP_OBJ_ID,URL_ETAB,NUMERO_FASE_ETAB,CO_UNI_ID,AE_NOM,ADRS_IMPL,_version_,CO_ETUDE_ID,RESEAU,id
1 D1 1D,2014-09-01,519,1200 - WOLUWE-SAINT-LAMBERT - WOLUWE-SAINT-LAMBERT,9999-12-31,INSTITUT DE LA PROVIDENCE,97,02-770 09 46,BRUXELLES-CAPITALE,1 D1 1D,46,,519,112,Type 1 premier degré première année différenciée,"Rue des Déportés 42 ",1732987698381062153,GT11D,Libre confessionnel,519
1 D1 1D,2014-09-01,539,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,9999-12-31,ATHENEE ROYAL CROMMELYNCK,97,02-770 06 20,BRUXELLES-CAPITALE,1 D1 1D,46,,539,112,Type 1 premier degré première année différenciée,"Avenue Orban 73 ",1732987698382110721,GT11D,WBE,539
1 D1 1D,2014-09-01,540,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,9999-12-31,COLLEGE JEAN XXIII,97,02-771 01 78,BRUXELLES-CAPITALE,1 D1 1D,46,,540,112,Type 1 premier degré première année différenciée,"Boulevard de la Woluwe 22 ",1732987698383159296,GT11D,Libre confessionnel,540
1 D1 1D,2014-09-01,541,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,9999-12-31,LYCEE MATER DEI,97,02-770 03 99,BRUXELLES-CAPITALE,1 D1 1D,46,,541,112,Type 1 premier degré première année différenciée,"Avenue de l'Aviation 72 ",1732987698383159298,GT11D,Libre confessionnel,541
1 D1 1D,2014-09-01,542,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,9999-12-31,INSTITUT DON BOSCO,97,02-771 01 02,BRUXELLES-CAPITALE,1 D1 1D,46,,542,112,Type 1 premier degré première année différenciée,"Avenue du Val d'Or 90 D ",1732987698383159304,GT11D,Libre confessionnel,542
1 D1 1D,2014-09-01,543,1150 - WOLUWE-SAINT-PIERRE - WOLUWE-SAINT-PIERRE,9999-12-31,Centre scolaire Eddy Merckx,97,02-773 18 32,BRUXELLES-CAPITALE,1 D1 1D,46,,543,112,Type 1 premier degré première année différenciée,"Rue au bois 369 ",1732987698384207875,GT11D,Subventionné communal,543
1 D1 1D,2014-09-01,565,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,9999-12-31,ATHENEE ROYAL RIVA-BELLA,97,02-389 09 32,BRABANT WALLON,1 D1 1D,46,,565,112,Type 1 premier degré première année différenciée,"Place Riva Bella  ",1732987698384207877,GT11D,WBE,565
1 D1 1D,2014-09-01,568,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,9999-12-31,INSTITUT DE LA VALLEE BAILLY (Enseignement général),97,02-389 49 50,BRABANT WALLON,1 D1 1D,46,,568,112,Type 1 premier degré première année différenciée,"Rue de la Vallée Bailly 102 ",1732987698384207879,GT11D,Libre confessionnel,568
1 D1 1D,2014-09-01,571,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,9999-12-31,INSTITUT DE LA VALLEE BAILLY (Enseignement technique),97,02-389 49 50,BRABANT WALLON,1 D1 1D,46,,571,112,Type 1 premier degré première année différenciée,"Rue de la Vallée Bailly 102 ",1732987698385256450,GT11D,Libre confessionnel,571
1 D1 1D,2014-09-01,576,1420 - BRAINE-L'ALLEUD - BRAINE-L'ALLEUD,9999-12-31,CYCLE D'OBSERVATION AUTONOME CARDINAL MERCIER,97,02-386 15 11,BRABANT WALLON,1 D1 1D,46,,576,112,Type 1 premier degré première année différenciée,"Chée de Mont-Saint-Jean 83 ",1732987698385256452,GT11D,Libre confessionnel,576
1 D1 1D,2014-09-01,589,7830 - SILLY - SILLY,9999-12-31,COLLEGE SAINT-ETIENNE CAMPUS,97,010-61 27 56,BRABANT WALLON,1 D1 1D,46,,589,112,Type 1 premier degré première année différenciée,RUE DE GRAMMONT 35 A000,1732987698385256456,GT11D,Libre confessionnel,589
1 D1 1D,2014-09-01,591,1310 - LA HULPE - LA HULPE,9999-12-31,INSTITUT TECHNIQUE PROVINCIAL,97,010-61 22 61,BRABANT WALLON,1 D1 1D,46,,591,112,Type 1 premier degré première année différenciée,"Avenue des Combattants 5 ",1732987698386305030,GT11D,Subventionné provincial,591
1 D1 1C,2014-09-01,616,1370 - JODOIGNE - JODOIGNE,9999-12-31,ATHENEE ROYAL JODOIGNE,93,010-81 35 26,BRABANT WALLON,1 D1 1C,45,,616,112,Type 1 premier degré première année commune,"Chaussée de Hannut 61 ",1732987698386305032,GT11C,WBE,616
1 D1 1D,2014-09-01,620,1370 - JODOIGNE - JODOIGNE,9999-12-31,INSTITUT SAINT-ALBERT,97,010-81 12 50,BRABANT WALLON,1 D1 1D,46,,620,112,Type 1 premier degré première année différenciée,"Avenue Fernand Charlot 35 ",1732987698386305034,GT11D,Libre confessionnel,620
1 D1 1D,2014-09-01,622,1370 - JODOIGNE - JODOIGNE,9999-12-31,Centre provincial d'enseignement secondaire (CEPES),97,010-81 88 00,BRABANT WALLON,1 D1 1D,46,,622,112,Type 1 premier degré première année différenciée,"Chaussée de Hannut  ",1732987698387353607,GT11D,Subventionné provincial,622
1 D1 1C,2014-09-01,641,1400 - NIVELLES - NIVELLES,9999-12-31,ATHENEE ROYAL NIVELLES,93,067-21 24 58,BRABANT WALLON,1 D1 1C,45,,641,112,Type 1 premier degré première année commune,"Avenue du Centenaire 34 ",1732987698387353608,GT11C,WBE,641
1 D1 1D,2014-09-01,642,1400 - NIVELLES - NIVELLES,9999-12-31,COLLEGE SAINTE-GERTRUDE,97,067-21 12 60,BRABANT WALLON,1 D1 1D,46,,642,112,Type 1 premier degré première année différenciée,"Faubourg de Mons 1 ",1732987698388402178,GT11D,Libre confessionnel,642
1 D1 1D,2014-09-01,644,1400 - NIVELLES - NIVELLES,9999-12-31,INSTITUT DE L'ENFANT-JESUS LYCEE,97,067-89 38 00,BRABANT WALLON,1 D1 1D,46,,644,112,Type 1 premier degré première année différenciée,"Rue de Sotriamont 1 ",1732987698388402180,GT11D,Libre confessionnel,644
1 D1 1D,2014-09-01,645,1400 - NIVELLES - NIVELLES,9999-12-31,INSTITUT PROVINCIAL DES ARTS ET METIERS,97,067-79 48 79,BRABANT WALLON,1 D1 1D,46,,645,112,Type 1 premier degré première année différenciée,"Rue Ferdinand Delcroix 33 ",1732987698389450752,GT11D,Subventionné provincial,645
1 D1 1D,2014-09-01,647,1400 - NIVELLES - NIVELLES,9999-12-31,INSTITUT DU SACRE-COEUR,97,067-21 95 71,BRABANT WALLON,1 D1 1D,46,,647,112,Type 1 premier degré première année différenciée,"Rue Saint-Jean 2 ",1732987698389450756,GT11D,Libre confessionnel,647
1 D1 1D,2014-09-01,648,1400 - NIVELLES - NIVELLES,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT TECHNIQUE,97,067-21 61 66,BRABANT WALLON,1 D1 1D,46,,648,112,Type 1 premier degré première année différenciée,"Rue du Paradis 79 A ",1732987698389450760,GT11D,Subventionné provincial,648
1 D1 1C,2014-09-01,667,1330 - RIXENSART - RIXENSART,9999-12-31,ATHENEE ROYAL RIXENSART WAVRE,93,02-634 04 72,BRABANT WALLON,1 D1 1C,45,,667,112,Type 1 premier degré première année commune,"Rue Albert Croy 3 ",1732987698390499329,GT11C,WBE,667
1 D1 1D,2014-09-01,668,1332 - RIXENSART - GENVAL,9999-12-31,COLLEGE NOTRE-DAME DES TROIS VALLEES,97,02-654 07 82,BRABANT WALLON,1 D1 1D,46,,668,112,Type 1 premier degré première année différenciée,"Rue du Couvent 2 ",1732987698390499333,GT11D,Libre confessionnel,668
1 D1 1D,2014-09-01,679,1480 - TUBIZE - TUBIZE,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,97,02-355 66 87,BRABANT WALLON,1 D1 1D,46,,679,112,Type 1 premier degré première année différenciée,"Chaussée de Mons 241-243 ",1732987698391547907,GT11D,Subventionné provincial,679
1 D1 1D,2014-09-01,680,1480 - TUBIZE - TUBIZE,9999-12-31,COLLEGE SAINT-FRANCOIS D'ASSISE,97,02-355 83 77,BRABANT WALLON,1 D1 1D,46,,680,112,Type 1 premier degré première année différenciée,"Rue de Mons 74 ",1732987698391547911,GT11D,Libre confessionnel,680
1 D1 1C,2014-09-01,692,1410 - WATERLOO - WATERLOO,9999-12-31,ATHENEE ROYAL DE WATERLOO,93,02-354 92 76,BRABANT WALLON,1 D1 1C,45,,692,112,Type 1 premier degré première année commune,"Rue de la Station 118 ",1732987698391547912,GT11C,WBE,692
1 D1 1D,2014-09-01,693,1410 - WATERLOO - WATERLOO,9999-12-31,LYCEE DE BERLAYMONT,97,02-357 09 83,BRABANT WALLON,1 D1 1D,46,,693,112,Type 1 premier degré première année différenciée,"Drève d'Argenteuil 10C ",1732987698392596481,GT11D,Libre confessionnel,693
1 D1 1D,2014-09-01,694,1410 - WATERLOO - WATERLOO,9999-12-31,Institut d'enseignement secondaire des Sacrés-Coeurs,97,02-354 01 86,BRABANT WALLON,1 D1 1D,46,,694,112,Type 1 premier degré première année différenciée,"Place Albert Ier  ",1732987698392596483,GT11D,Libre confessionnel,694
1 D1 1D,2014-09-01,707,1300 - WAVRE - WAVRE,9999-12-31,Collège Notre-Dame,97,010-23 83 00,BRABANT WALLON,1 D1 1D,46,,707,112,Type 1 premier degré première année différenciée,"Rue du Calvaire 4 ",1732987698392596485,GT11D,Libre confessionnel,707
1 D1 1D,2014-09-01,708,1300 - WAVRE - WAVRE,9999-12-31,INSTITUT SAINT-JEAN-BAPTISTE,97,010-22 24 60,BRABANT WALLON,1 D1 1D,46,,708,112,Type 1 premier degré première année différenciée,"Rue de Bruxelles 45 ",1732987698392596487,GT11D,Libre confessionnel,708
1 D1 1D,2014-09-01,710,6041 - CHARLEROI - GOSSELIES,9999-12-31,"ECOLE INTERNATIONALE ""LE VERSEAU"" - E.L.C.E.",97,010-23 17 27,BRABANT WALLON,1 D1 1D,46,,710,112,Type 1 premier degré première année différenciée,"Rue Dom Berlière 7 ",1732987698393645059,GT11D,Libre non confessionnel,710
1 D1 1D,2014-09-01,712,1490 - COURT-SAINT-ETIENNE - COURT-SAINT-ETIENNE,9999-12-31,COLLEGE TECHNIQUE SAINT-JEAN,97,010-22 28 29,BRABANT WALLON,1 D1 1D,46,,712,112,Type 1 premier degré première année différenciée,"Rue Belotte 7 ",1732987698394693634,GT11D,Libre confessionnel,712
1 D1 1C,2014-09-01,747,1348 - OTTIGNIES-LOUVAIN-LA-NEUVE - LOUVAIN-LA-NEUVE,9999-12-31,ATHENEE ROYAL PAUL DELVAUX,93,010-42 04 20,LIEGE,1 D1 1C,45,,747,112,Type 1 premier degré première année commune,"Rue de Clairvaux 5 ",1732987698394693636,GT11C,WBE,747
1 D1 1D,2014-09-01,748,1340 - OTTIGNIES-LOUVAIN-LA-NEUVE - OTTIGNIES-LOUVAIN-LA-NEUVE,9999-12-31,COLLEGE DU CHRIST-ROI,97,010-42 04 70,BRABANT WALLON,1 D1 1D,46,,748,112,Type 1 premier degré première année différenciée,"Rue de Renivaux 25 ",1732987698394693638,GT11D,Libre confessionnel,748
1 D1 1D,2014-09-01,749,1348 - OTTIGNIES-LOUVAIN-LA-NEUVE - LOUVAIN-LA-NEUVE,9999-12-31,LYCEE MARTIN V,97,010-83 41 00,BRABANT WALLON,1 D1 1D,46,,749,112,Type 1 premier degré première année différenciée,"Avenue des Arts 20 ",1732987698395742210,GT11D,Libre confessionnel,749
1 D1 1C,2014-09-01,778,7800 - ATH - ATH,9999-12-31,ATHENEE ROYAL ATH,93,068-26 90 00,HAINAUT,1 D1 1C,45,,778,112,Type 1 premier degré première année commune,"Rue des Récollets 9 ",1732987698395742211,GT11C,WBE,778
1 D1 1D,2014-09-01,779,1140 - EVERE - EVERE,9999-12-31,INSTITUT TECHNIQUE LIBRE,97,068-26 88 80,BRUXELLES-CAPITALE,1 D1 1D,46,,779,112,Type 1 premier degré première année différenciée,AVENUE LOUIS PIERARD 36 B010,1732987698395742217,GT11D,Libre confessionnel,779
1 D1 1D,2014-09-01,780,7900 - LEUZE-EN-HAINAUT - LEUZE-EN-HAINAUT,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE,97,068-26 46 50,HAINAUT,1 D1 1D,46,,780,112,Type 1 premier degré première année différenciée,"Rue du Rempart 16 ",1732987698397839362,GT11D,Subventionné provincial,780
1 D1 1D,2014-09-01,782,7800 - ATH - ATH,9999-12-31,INSTITUT SAINT-FRANCOIS DE SALES,97,068-26 51 20,HAINAUT,1 D1 1D,46,,782,112,Type 1 premier degré première année différenciée,"Rue de l'Industrie 6 ",1732987698397839364,GT11D,Libre confessionnel,782
1 D1 1D,2014-09-01,783,7800 - ATH - ATH,9999-12-31,COLLEGE SAINT-JULIEN,97,068-28 50 20,HAINAUT,1 D1 1D,46,,783,112,Type 1 premier degré première année différenciée,"Rue de la Station 17 ",1732987698397839366,GT11D,Libre confessionnel,783
1 D1 1D,2014-09-01,827,7910 - FRASNES-LEZ-ANVAING - ANVAING,9999-12-31,ATHENEE ROYAL LUCIENNE TELLIER,97,069-87 18 20,HAINAUT,1 D1 1D,46,,827,112,Type 1 premier degré première année différenciée,"Chemin du Carnois 32 A ",1732987698398887936,GT11D,WBE,827
1 D1 1C,2014-09-01,908,6000 - CHARLEROI - CHARLEROI,9999-12-31,ATHENEE ROYAL VAUBAN,93,071-32 07 02,HAINAUT,1 D1 1C,45,,908,112,Type 1 premier degré première année commune,"Rue Emile Tumelaire 12 ",1732987698398887937,GT11C,WBE,908
1 D1 1C,2014-09-01,909,6000 - CHARLEROI - CHARLEROI,9999-12-31,ATHENEE ROYAL ERNEST SOLVAY,93,071-20 27 00,HAINAUT,1 D1 1C,45,,909,112,Type 1 premier degré première année commune,"Boulevard Emile Devreux 27 ",1732987698398887938,GT11C,WBE,909
1 D1 1D,2014-09-01,910,6000 - CHARLEROI - CHARLEROI,9999-12-31,INSTITUT SAINT-JOSEPH,97,071-20 72 72,HAINAUT,1 D1 1D,46,,910,112,Type 1 premier degré première année différenciée,"Rue Pige au Croly 37 ",1732987698398887944,GT11D,Libre confessionnel,910
1 D1 1D,2014-09-01,911,6000 - CHARLEROI - CHARLEROI,9999-12-31,CENTRE SCOLAIRE DU SACRE-COEUR,97,071-23 10 68,HAINAUT,1 D1 1D,46,,911,112,Type 1 premier degré première année différenciée,"Boulevard Audent 58 ",1732987698399936513,GT11D,Libre confessionnel,911
1 D1 1D,2014-09-01,912,6000 - CHARLEROI - CHARLEROI,9999-12-31,INSTITUT NOTRE-DAME,97,071-20 71 20,HAINAUT,1 D1 1D,46,,912,112,Type 1 premier degré première année différenciée,"Rue de Marcinelle 41 ",1732987698399936519,GT11D,Libre confessionnel,912
1 D1 1D,2014-09-01,920,7070 - LE ROEULX - LE ROEULX,9999-12-31,INSTITUT D'ENSEIGNEMENT TECHNIQUE NOTRE-DAME,97,071-30 23 30,HAINAUT,1 D1 1D,46,,920,112,Type 1 premier degré première année différenciée,"RUE MONT COUPE 28 ",1732987698400985091,GT11D,Libre confessionnel,920
1 D1 1D,2014-09-01,921,6000 - CHARLEROI - CHARLEROI,9999-12-31,INSTITUT SAINT-ANDRE,97,071-20 72 20,HAINAUT,1 D1 1D,46,,921,112,Type 1 premier degré première année différenciée,"Rue du Parc 6 ",1732987698400985093,GT11D,Libre confessionnel,921
1 D1 1D,2014-09-01,923,6240 - FARCIENNES - FARCIENNES,9999-12-31,Université du Travail - Institut d'enseignement technique secondaire,97,071-53 17 53,HAINAUT,1 D1 1D,46,,923,112,Type 1 premier degré première année différenciée,"Rue Henin 30 ",1732987698407276545,GT11D,Subventionné provincial,923
1 D1 1D,2014-09-01,926,6000 - CHARLEROI - CHARLEROI,9999-12-31,Université du Travail - Institut Jean Jaurès,97,071-53 17 54,HAINAUT,1 D1 1D,46,,926,112,Type 1 premier degré première année différenciée,"Rue de la Broucheterre 52 B ",1732987698408325121,GT11D,Subventionné provincial,926
1 D1 1D,2014-09-01,932,6041 - CHARLEROI - GOSSELIES,9999-12-31,ATHENEE ROYAL LES MARLAIRES,97,071-25 87 70,HAINAUT,1 D1 1D,46,,932,112,Type 1 premier degré première année différenciée,"Rue de la Providence 12 ",1732987698408325123,GT11D,WBE,932
1 D1 1D,2014-09-01,933,6041 - CHARLEROI - GOSSELIES,9999-12-31,Institut de la Providence Humanités,97,071-34 93 10,HAINAUT,1 D1 1D,46,,933,112,Type 1 premier degré première année différenciée,"Faubourg de Bruxelles 105 ",1732987698408325125,GT11D,Libre confessionnel,933
1 D1 1D,2014-09-01,934,6041 - CHARLEROI - GOSSELIES,9999-12-31,Collège Saint-Michel,97,071-35 36 74,HAINAUT,1 D1 1D,46,,934,112,Type 1 premier degré première année différenciée,"Faubourg de Charleroi 15 ",1732987698408325127,GT11D,Libre confessionnel,934
1 D1 1D,2014-09-01,936,6041 - CHARLEROI - GOSSELIES,9999-12-31,Institut Sainte-Anne,97,071-25 82 20,HAINAUT,1 D1 1D,46,,936,112,Type 1 premier degré première année différenciée,"Rue Circulaire 5 ",1732987698409373697,GT11D,Libre confessionnel,936
1 D1 1D,2014-09-01,940,6040 - CHARLEROI - JUMET,9999-12-31,ATHENEE ROYAL ORSINI DEWERPE,97,071-25 69 00,HAINAUT,1 D1 1D,46,,940,112,Type 1 premier degré première année différenciée,"Rue Gendebien 1 ",1732987698411470848,GT11D,WBE,940
1 D1 1D,2014-09-01,941,6040 - CHARLEROI - JUMET,9999-12-31,CENTRE SCOLAIRE SAINT-JOSEPH - NOTRE-DAME,97,071-35 32 25,HAINAUT,1 D1 1D,46,,941,112,Type 1 premier degré première année différenciée,"Rue Emile Strimelle 1 ",1732987698411470850,GT11D,Libre confessionnel,941
1 D1 1C,2014-09-01,945,6060 - CHARLEROI - GILLY,9999-12-31,ATHENEE ROYAL GILLY,93,071-41 42 98,HAINAUT,1 D1 1C,45,,945,112,Type 1 premier degré première année commune,"Rue du Calvaire 20 ",1732987698411470851,GT11C,WBE,945
1 D1 1D,2014-09-01,946,6060 - CHARLEROI - GILLY,9999-12-31,LYCEE MIXTE FRANCOIS DE SALES,97,071-41 38 58,HAINAUT,1 D1 1D,46,,946,112,Type 1 premier degré première année différenciée,"Place des Haies 10B ",1732987698417762305,GT11D,Libre confessionnel,946
1 D1 1D,2014-09-01,950,6030 - CHARLEROI - MARCHIENNE-AU-PONT,9999-12-31,ATHENEE ROYAL YVONNE VIESLET,97,071-29 73 31,HAINAUT,1 D1 1D,46,,950,112,Type 1 premier degré première année différenciée,"Rue des Remparts 35 ",1732987698417762307,GT11D,WBE,950
1 D1 1C,2014-09-01,954,6001 - CHARLEROI - MARCINELLE,9999-12-31,ATHENEE ROYAL JULES DESTREE,93,071-36 11 73,HAINAUT,1 D1 1C,45,,954,112,Type 1 premier degré première année commune,"Rue des Haies 76 ",1732987698417762308,GT11C,WBE,954
1 D1 1D,2014-09-01,967,6240 - FARCIENNES - FARCIENNES,9999-12-31,INSTITUT PROVINCIAL D'ENSEIGNEMENT SECONDAIRE PARAMEDICAL LA SAMARITAINE,97,071-48 82 66,HAINAUT,1 D1 1D,46,,967,112,Type 1 premier degré première année différenciée,"Rue du Puits Communal 114 ",1732987698418810881,GT11D,Subventionné provincial,967
1 D1 1D,2014-09-01,980,6001 - CHARLEROI - MARCINELLE,9999-12-31,Centre éducatif communal secondaire de Couillet-Marcinelle,97,071-36 80 68,HAINAUT,1 D1 1D,46,,980,112,Type 1 premier degré première année différenciée,"Rue des Forgerons 106 ",1732987698418810885,GT11D,Subventionné communal,980
1 D1 1D,2014-09-01,983,6000 - CHARLEROI - CHARLEROI,9999-12-31,"CENTRE EDUCATIF COMMUNAL SECONDAIRE ""LA GARENNE""",97,071-86 24 00,HAINAUT,1 D1 1D,46,,983,112,Type 1 premier degré première année différenciée,"Rue de Lodelinsart 200 ",1732987698419859461,GT11D,Subventionné communal,983
1 D1 1D,2014-09-01,998,6200 - CHATELET - CHATELET,9999-12-31,ATHENEE ROYAL PIERRE PAULUS,97,071-38 10 31,HAINAUT,1 D1 1D,46,,998,112,Type 1 premier degré première année différenciée,"Rue des Gaux 100 ",1732987698419859465,GT11D,WBE,998
1 D1 1C,2014-09-01,999,6200 - CHATELET - CHATELET,9999-12-31,ATHENEE ROYAL RENE MAGRITTE,93,071-38 05 69,HAINAUT,1 D1 1C,45,,999,112,Type 1 premier degré première année commune,"Rue du Collège 16 ",1732987698419859466,GT11C,WBE,999
1 D1 1D,2014-09-01,1000,6200 - CHATELET - CHATELINEAU,9999-12-31,INSTITUT SAINTE-MARIE,97,071-38 09 28,HAINAUT,1 D1 1D,46,,1000,112,Type 1 premier degré première année différenciée,"Rue Lloyd George 15 ",1732987698420908033,GT11D,Libre confessionnel,1000
1 D1 1D,2014-09-01,1002,6200 - CHATELET - CHATELET,9999-12-31,INSTITUT SAINT-JOSEPH,97,071-38 04 05,HAINAUT,1 D1 1D,46,,1002,112,Type 1 premier degré première année différenciée,"Place Jean Guyot 1 ",1732987698420908035,GT11D,Libre confessionnel,1002
1 D1 1D,2014-09-01,1004,6200 - CHATELET - CHATELINEAU,9999-12-31,INSTITUT SAINTE-MARIE,97,071-38 09 39,HAINAUT,1 D1 1D,46,,1004,112,Type 1 premier degré première année différenciée,"Place d'Arenberg 20 ",1732987698425102340,GT11D,Libre confessionnel,1004
1 D1 1D,2014-09-01,1005,6200 - CHATELET - CHATELINEAU,9999-12-31,COLLEGE SAINT PIE X,97,071-38 38 48,HAINAUT,1 D1 1D,46,,1005,112,Type 1 premier degré première année différenciée,"Rue Lloyd George 15 ",1732987698425102344,GT11D,Libre confessionnel,1005
1 D1 1D,2014-09-01,1045,6220 - FLEURUS - FLEURUS,9999-12-31,ATHENEE ROYAL JOURDAN,97,071-81 37 77,HAINAUT,1 D1 1D,46,,1045,112,Type 1 premier degré première année différenciée,"Sentier du Lycée 10 ",1732987698426150923,GT11D,WBE,1045
1 D1 1D,2014-09-01,1046,6220 - FLEURUS - FLEURUS,9999-12-31,INSTITUT NOTRE-DAME,97,071-82 31 80,HAINAUT,1 D1 1D,46,,1046,112,Type 1 premier degré première année différenciée,"Rue de Bruxelles 97 ",1732987698427199490,GT11D,Libre confessionnel,1046
1 D1 1C,2014-09-01,1057,6140 - FONTAINE-L'EVEQUE - FONTAINE-L'EVEQUE,9999-12-31,ATHENEE ROYAL LOUIS DELATTRE,93,071-52 35 23,HAINAUT,1 D1 1C,45,,1057,112,Type 1 premier degré première année commune,"Rue de l'Athénée 32 ",1732987698427199491,GT11C,WBE,1057
1 D1 1D,2014-09-01,1072,6280 - GERPINNES - GERPINNES,9999-12-31,INSTITUT NOTRE-DAME DE LOVERVAL,97,071-29 75 70,HAINAUT,1 D1 1D,46,,1072,112,Type 1 premier degré première année différenciée,"Chaussée de Philippeville 35 ",1732987698427199493,GT11D,Libre confessionnel,1072
1 D1 1D,2014-09-01,1073,5651 - WALCOURT - THY-LE-CHATEAU,9999-12-31,Collège Saint-Augustin,97,071-50 90 80,HAINAUT,1 D1 1D,46,,1073,112,Type 1 premier degré première année différenciée,"Rue de la Thyria 16 ",1732987698427199497,GT11D,Libre confessionnel,1073
1 D1 1D,2014-09-01,1080,7170 - MANAGE - MANAGE,9999-12-31,INSTITUT SAINTE-THERESE,97,064-27 87 10,HAINAUT,1 D1 1D,46,,1080,112,Type 1 premier degré première année différenciée,"Rue Dechamps 10 ",1732987698435588101,GT11D,Libre confessionnel,1080
1 D1 1C,2014-09-01,1093,6230 - PONT-A-CELLES - PONT-A-CELLES,9999-12-31,ATHENEE ROYAL PONT-A-CELLES,93,071-84 45 09,HAINAUT,1 D1 1C,45,,1093,112,Type 1 premier degré première année commune,"Rue de l'Eglise 107B ",1732987698436636672,GT11C,WBE,1093
1 D1 1D,2014-09-01,1106,6210 - LES BONS VILLERS - REVES,9999-12-31,INSTITUT SAINTE-MARIE,97,071-84 99 20,HAINAUT,1 D1 1D,46,,1106,112,Type 1 premier degré première année différenciée,"Rue de l'Eglise 7 ",1732987698436636674,GT11D,Libre confessionnel,1106
1 D1 1D,2014-09-01,1116,7300 - BOUSSU - BOUSSU,9999-12-31,INSTITUT TECHNIQUE ET COMMERCIAL DES AUMONIERS DU TRAVAIL,97,065-76 61 10,HAINAUT,1 D1 1D,46,,1116,112,Type 1 premier degré première année différenciée,"Rue de Caraman 13 ",1732987698436636678,GT11D,Libre confessionnel,1116
1 D1 1C,2014-09-01,1133,7370 - DOUR - DOUR,9999-12-31,ATHENEE ROYAL DOUR,93,065-71 87 87,HAINAUT,1 D1 1C,45,,1133,112,Type 1 premier degré première année commune,"Rue de l'Athénée 23 ",1732987698436636679,GT11C,WBE,1133
1 D1 1D,2014-09-01,1134,7370 - DOUR - DOUR,9999-12-31,INSTITUT DE LA SAINTE-UNION,97,065-65 28 45,HAINAUT,1 D1 1D,46,,1134,112,Type 1 premier degré première année différenciée,"Rue du Roi Albert 10 ",1732987698437685249,GT11D,Libre confessionnel,1134
1 D1 1C,2014-09-01,1192,7000 - MONS - MONS,9999-12-31,ATHENEE ROYAL MONS I,93,065-40 40 70,HAINAUT,1 D1 1C,45,,1192,112,Type 1 premier degré première année commune,"Rue de l'Athénée 4 ",1732987698437685250,GT11C,WBE,1192
1 D1 1C,2014-09-01,1193,7000 - MONS - MONS,9999-12-31,ATHENEE ROYAL MARGUERITE BERVOETS,93,065-40 80 70,HAINAUT,1 D1 1C,45,,1193,112,Type 1 premier degré première année commune,"Avenue Victor Maistriau 11 ",1732987698437685251,GT11C,WBE,1193
1 D1 1D,2014-09-01,1194,7012 - MONS - JEMAPPES,9999-12-31,INSTITUT SAINT-FERDINAND,97,065-82 22 98,HAINAUT,1 D1 1D,46,,1194,112,Type 1 premier degré première année différenciée,"Avenue Maréchal Foch 824 ",1732987698438733824,GT11D,Libre confessionnel,1194
1 D1 1D,2014-09-01,1199,7000 - MONS - MONS,9999-12-31,CENTRE SCOLAIRE SAINT-STANISLAS,97,065-40 12 50,HAINAUT,1 D1 1D,46,,1199,112,Type 1 premier degré première année différenciée,"Rue des Dominicains 15 ",1732987698438733828,GT11D,Libre confessionnel,1199
1 D1 1D,2014-09-01,1203,7000 - MONS - MONS,9999-12-31,INSTITUT DE LA SAINTE-FAMILLE,97,065-40 23 23,HAINAUT,1 D1 1D,46,,1203,112,Type 1 premier degré première année différenciée,"Avenue du Tir 12 ",1732987698439782400,GT11D,Libre confessionnel,1203
1 D1 1D,2014-09-01,1205,7000 - MONS - MONS,9999-12-31,ECOLE DU FUTUR,97,065-39 93 40,HAINAUT,1 D1 1D,46,,1205,112,Type 1 premier degré première année différenciée,"Rue des Etampes 2 ",1732987698439782402,GT11D,Subventionné provincial,1205
1 D1 1D,2014-09-01,1207,7000 - MONS - MONS,9999-12-31,INSTITUT TECHNIQUE DES URSULINES,97,065-40 23 23,HAINAUT,1 D1 1D,46,,1207,112,Type 1 premier degré première année différenciée,"Avenue du Tir 12 ",1732987698440830976,GT11D,Libre confessionnel,1207
1 D1 1D,2016-09-01,1229,4800 - VERVIERS - VERVIERS,9999-12-31,ATHENEE PROVINCIAL JEAN D'AVESNES,97,065-40 01 01,HAINAUT,1 D1 1D,46,,1229,112,Type 1 premier degré première année différenciée,"RUE DE MONGOMBROUX 83  ",1732987698442928133,GT11D,Subventionné provincial,1229
