"ROWNUMBER","CPMS_NS_ETAB_ID","CPMS_NOM","CPMS_RUE","CPMS_NUMERO","CPMS_CODEPOSTAL","CPMS_LOCALITE","CPMS_TELEPHONE","CPMS_FAX","CPMS_EMAIL","NS_ETAB_ID","TE_NOM_ETAB"
306,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,66,Ecole primaire Sainte-Bernadette
307,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,174,Institut Notre-Dame de Joie
308,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,300,Ecole La Cime
309,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,330,Ecole La Famille
310,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,474,IRSA - Enseignement secondaire Type 6 et Type 7
311,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,498,Ecole fondamentale La Clairière
312,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,545,Ecole du Manoir d'Anjou
313,4851,Centre PMS libre (ens. spécialisé) d'Uccle I,Chaussée de Waterloo,"1510","1180",UCCLE,"02-375 22 76","02-375 22 76",ec004851@adm.cfwb.be,4804,IRSA - Enseignement maternel et primaire Type 6 et 8
314,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,171,Institut national supérieur des Arts du Spectacle (INSAS)
315,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,246,ATHENEE ROYAL ANDREE THOMAS
316,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,460,ATHENEE ROYAL D'UCCLE I
317,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,465,ATHENEE ROYAL D'UCCLE II
318,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,479,Athénée Ganenou - Ecole fondamentale libre
319,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,480,ATHENEE GANENOU
320,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,5038,Ecole fond. annexée Uccle I La Petite Ecole dans la Prairie
321,4852,Centre PMS de la Communauté française d'Uccle,Avenue Kamerdelle,"15","1180",UCCLE,"02-374 89 10","02-375 98 60",ec004852@adm.cfwb.be,5890,Ecole européenne de Bruxelles I (Uccle) (Schola europea)
322,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,205,Ecole fondamentale libre - Institut Saint-Stanislas
323,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,206,Ecole primaire Centre scolaire Saint-Michel
324,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,208,Centre scolaire Saint-Michel
325,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,209,INSTITUT SAINT-JOSEPH D'ENSEIGNEMENT TECHNIQUE
326,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,214,INSTITUT SAINT-STANISLAS
327,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,508,Ecole fondamentale libre Providence
328,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,519,INSTITUT DE LA PROVIDENCE
329,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,534,Ecole fondamentale libre du Sacré-Coeur de Stockel
330,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,538,Ecole primaire libre Mater Dei
331,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,541,LYCEE MATER DEI
332,4854,Centre PMS libre d'Etterbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 50","02-896 54 41",ec004854@adm.cfwb.be,552,Ecole maternelle Mater-Dei
333,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,274,Ecole fondamentale libre Saint-André
334,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,287,INSTITUT SAINT-ANDRE
335,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,387,Ecole fond. libre - Centre scolaire des Dames de Marie
336,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,388,CENTRE SCOLAIRE DAMES DE MARIE-HAECHT-PHILOMENE-LIMITE
337,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,417,Ecole fondamentale libre du Divin Sauveur
338,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,507,Ecole primaire libre du Bonheur
339,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,509,Ecole fondamentale libre - Institut de l'Angélus
340,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,514,CENTRE SCOLAIRE DU SACRE-COEUR DE LINDTHOUT
341,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,517,INSTITUT DES DAMES DE MARIE
342,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,3173,Ecole primaire du Sacré-Coeur de Lindthout
343,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,5751,Ecole maternelle  du Sacré-Coeur de Lindthout
344,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,5934,Ecole primaire libre Saint-André
345,4855,Centre PMS libre d'Ixelles,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 44","02-896 54 41",ec004855@adm.cfwb.be,95380,Ecole maternelle libre du Bonheur
346,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,202,Ecole fondamentale libre - Institut Sainte-Anne
347,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,223,Ecole fondamentale libre Al-Ghazali
348,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,386,Ecole primaire libre La Sagesse - Philomène
349,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,490,Institut de l'Assomption - Ecole fondamentale
350,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,491,Ecole de la Sainte-Famille
351,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,494,INSTITUT DE L'ASSOMPTION
352,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,511,Ecole fondamentale libre Chapelle-aux-Champs
353,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,524,L'Ecole Intégrée
354,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,529,Ecole fondamentale libre Sainte-Jeanne de Chantal
355,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,531,Ecole communale de Stockel
356,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,532,Ecole primaire communale Joli-Bois
357,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,533,Ecole communale du Chant d'Oiseau
358,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,546,Ecole Joli-Bois individualisé
359,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,754,Ecole Escale fondamentale
360,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,2435,ECOLE COMMUNALE FRANCOPHONE
361,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,2447,GESUBSIDIEERDE VRIJE BASISSCHOOL
362,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,3184,Ecole fondamentale Centre
363,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,95358,Ecole communale maternelle de Joli-Bois
364,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,95381,Ecole Escale secondaire 2
365,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,95527,Ecole l'Escale fondamentale 2
366,4856,Centre PMS libre de Woluwe 2,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 46","02-896 54 41",ec004856@adm.cfwb.be,95625,Institut La Sagesse - Fondamentale
367,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,201,Communauté éducative Sainte-Geneviève
368,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,208,Centre scolaire Saint-Michel
369,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,222,COLLEGE ROI BAUDOUIN
370,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,406,Institut Saint-Dominique - Ecole fondamentale
371,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,407,Ecole fondamentale Louise de Marillac 1
372,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,408,Institut Sainte-Marie - Enseignement fondamental
373,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,413,Ecole fondamentale - Institut Saint-Augustin
374,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,414,Ecole fondamentale libre Institut Sainte-Marie - Fraternité
375,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,416,Institut de la Vierge Fidèle - Ecole primaire
376,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,422,CENTRE SCOLAIRE SAINTE-MARIE - LA SAGESSE
377,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,425,COLLEGE ROI BAUDOUIN ENSEIGN. TECHNIQUE ET PROFES.
378,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,428,INSTITUT TECHNIQUE CARDINAL MERCIER N-D DU SACRE-COEUR
379,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,432,INSTITUT SAINT-DOMINIQUE
380,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,439,Ecole fondamentale libre Notre-Dame de La Paix 1
381,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,441,Ecole fondamentale - Institut Sainte-Marie
382,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,3158,INSTITUT DE LA VIERGE FIDELE
383,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,5756,Institut Saint-Dominique - Ecole primaire Cycle 8-12
384,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,95251,Ecole primaire libre Notre-Dame de la Paix 2
385,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,95466,Ecole primaire Sainte Louise de Marillac 2
386,4857,Centre PMS libre de Schaerbeek,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 48","02-896 54 41",ec004857@adm.cfwb.be,95573,Institut de la Vierge Fidèle - École maternelle
387,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,117,Ecole fondamentale libre La Retraite du Sacré-Coeur
388,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,141,LYCEE LA RETRAITE
389,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,213,INSTITUT DE L'ENFANT-JESUS
390,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,228,Ecole fondamentale libre Aurore
391,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,230,Ecole fondamentale libre Saint-Joseph
392,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,410,Ecole fondamentale libre Notre-Dame du Sacré-Coeur
393,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,415,Institut de la Sainte Famille
394,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,423,INSTITUT DE LA SAINTE-FAMILLE D'HELMET
395,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,512,Ecole fondamentale Don Bosco
396,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,515,COLLEGE DON BOSCO
397,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,542,INSTITUT DON BOSCO
398,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,95347,Ecole fondamentale - Institut de la Sainte Famille d'Helmet
399,4858,Centre PMS libre de Woluwe 1,Place de l'Alma,"3","1200",WOLUWE-SAINT-LAMBERT,"02-896 54 422","02-896 54 41",ec004858@adm.cfwb.be,95465,Ecole primaire Don Bosco
400,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,60,ATHENEE ROYAL D'AUDERGHEM
401,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,231,ATHENEE ROYAL D'EVERE
402,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,510,Ecole fondamentale libre Singelijn
403,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,513,ATHENEE ROYAL WOLUWE-SAINT-LAMBERT
404,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,539,ATHENEE ROYAL CROMMELYNCK
405,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,543,Centre scolaire Eddy Merckx
406,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,2446,ECOLE COMMUNALE FRANCOPHONE
407,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,4809,ATHENEE ROYAL D'IXELLES
408,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,5033,Ecole fondamentale annexée Auderghem
409,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,5040,Ecole fondamentale annexée Woluwe-Saint-Lambert
410,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,5041,Ecole fondamentale annexée AR Crommelynck Woluwé-St-Pierre
411,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,5449,CEFA - LAEKEN
412,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,5523,Ecole fondamentale libre non confes. L'Ecole des Etoiles
413,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,95313,COLLEGE DES ETOILES
414,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,95372,De l'Autre Côté de l'Ecole
415,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,95431,Ecole fondamentale EOS
416,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,95437,Ecole fondamentale annexée à l'Athénée Royal d'Evere
417,4859,Centre PMS de la Communauté française de Woluwé,Avenue Jacques Brel,"30","1200",WOLUWE-SAINT-LAMBERT,"02-762 60 23","02-762 87 27",ec004859@adm.cfwb.be,95460,ECOLE SECOND'AIR 'SINGELIJN'
418,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,703,Institut primaire Saint-Jean-Baptiste - Cycle 8-12
419,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,707,Collège Notre-Dame
420,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,708,INSTITUT SAINT-JEAN-BAPTISTE
421,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,710,ECOLE INTERNATIONALE LE VERSEAU - ELCE
422,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,712,COLLEGE TECHNIQUE SAINT-JEAN
423,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,717,Ecole Le Grand Tour
424,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,748,COLLEGE DU CHRIST-ROI
425,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,754,Ecole Escale fondamentale
426,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,3175,"Ecole fondam. libre Notre-Dame de Basse-Wavre - Cycle 2,5-8"
427,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,3199,Ecole fondamentale libre le Verseau
428,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,5431,CEFA - COLLEGE TECHNIQUE ST-JEAN
429,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,5945,"Institut fondamental Saint-Jean-Baptiste - Cycle 2,5-8"
430,4860,Centre PMS libre de Wavre 1,Rue Théophile Piat,"22","1300",WAVRE,"010-22 47 09","010-24 68 03",ec004860@adm.cfwb.be,5946,Ecole primaire libre Notre-Dame de Basse-Wavre Cycle 8-12
