"UNIE_OBJ_ID","UNIE_CODE","UNIE_NOM_LG","UNIE_ECTS","UNIE_DIPL","UNIE_DFER","NIFO_OBJ_ID","NIVE_OBJ_ID"
14395,"714615U21V1",COMPETENCES COMMERCIALES ET ADMINISTRATIVES (CONVENTION: C.P.N.A.E.),"0",ATTESTATION DE REUSSITE,,9979,10137
14396,"714616U21V1",GESTION D'EVENEMENTS (CONVENTION C.P.N.A.E.),"0",ATTESTATION DE REUSSITE,,9979,10137
14397,"714617U32Y1",VENTE : INFORMATIQUE ORIENTEE - CONVENTION HEC/ULG,"0",ATTESTATION DE REUSSITE,,9976,10140
14398,"714618U32Y1",VENTE : COMMUNICATION PROFESSIONNELLE - CONVENTION HEC/ULG,"0",ATTESTATION DE REUSSITE,,9976,10140
14399,"714619U32D1",GESTION DE LA RELATION CLIENT ET TECHNIQUES DE VENTE,"5",ATTESTATION DE REUSSITE,,9976,10140
14400,"714701U32D1",APPROCHE PSYCHOLOGIQUE DE LA NEGOCIATION,"4",ATTESTATION DE REUSSITE,,9976,10140
14401,"714701U32F1",ELEMENTS DE PSYCHOLOGIE,"0",ATTESTATION DE REUSSITE,,9976,10140
14402,"714702U32D1",TECHNIQUES DE NEGOCIATION,"8",ATTESTATION DE REUSSITE,,9976,10140
14403,"714703U32D1",TECHNIQUES DE NEGOCIATIONS COMPLEXES,"12",ATTESTATION DE REUSSITE,,9976,10140
14404,"714801U32D2",LABORATOIRE D'ETUDES DE MARCHES ET STATISTIQUE APPLIQUEE,"5",ATTESTATION DE REUSSITE,,9976,10140
14405,"714802U32D1",ETUDES DE MARCHES A L'INTERNATIONAL,"5",ATTESTATION DE REUSSITE,"2025-12-31",9976,10140
14406,"714803U32D1",MARCHES ET STATISTIQUE APPLIQUEE AU COMMERCE ELECTRONIQUE,"5",ATTESTATION DE REUSSITE,,9976,10140
14407,"714803U32D2",MARCHES ET STATISTIQUE APPLIQUEE AU COMMERCE ELECTRONIQUE,"5",ATTESTATION DE REUSSITE,,9976,10140
14408,"714805U32D1",RECHERCHE DOCUMENTAIRE ET ETUDES DE MARCHES,"3",ATTESTATION DE REUSSITE,,9976,10140
14409,"715000U32D1",TECHNIQUES DE RECHERCHE DE L'INFORMATION,"3",ATTESTATION DE REUSSITE,,9976,10140
14410,"715001U21D1",COMPLEMENT DE FORMATION GENERALE : APPROCHE ECONOMIQUE ET SOCIALE,"0",ATTESTATION DE REUSSITE,,9979,10137
14411,"715002U21W1",FORMATION SOCIO-ECONOMIQUE ET RELATIONNELLE - NIVEAU 1 (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14412,"715003U21W1",FORMATION SOCIO-ECONOMIQUE ET RELATIONNELLE - NIVEAU 2 (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14413,"715004U21W1",FORMATION SOCIO-ECONOMIQUE ET RELATIONNELLE - NIVEAU 3 (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14414,"715005U21W1",FORMATION SOCIO-ECONOMIQUE ET RELATIONNELLE - NIVEAU 4 (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14415,"715006U32C1",ENTREPRISE : ADEQUATION DES SYSTEMES DE GESTION ET DES CIRCUITS D'INFORMATION.,"0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14416,"715007U32F1",STAGE A ORIENTATION GESTION,"0",ATTESTATION DE REUSSITE,,9976,10140
14417,"715008U32Y1",MISE A NIVEAU EN SCIENCES ECONOMIQUES ET SOCIALES POUR L'ENSEIGNEMENT SUPERIEUR - CONVENTION,"0",ATTESTATION DE REUSSITE,,9976,10140
14418,"715009U35S1",APPROCHE DU TEMPS PRESENT : ACTUALITE SOCIO-POLITIQUE,"0",ATTESTATION DE REUSSITE,,9976,10143
14419,"715101U11R1",APPROCHE DU MONDE ECONOMIQUE,"0",ATTESTATION DE REUSSITE,,9978,10135
14420,"715101U32D1",FAITS ET INSTITUTIONS ECONOMIQUES,"5",ATTESTATION DE REUSSITE,,9976,10140
14421,"715101U32D2",FAITS ET INSTITUTIONS ECONOMIQUES,"5",ATTESTATION DE REUSSITE,,9976,10140
14422,"715101U32F1",FAITS ET INSTITUTIONS ECONOMIQUES,"0",ATTESTATION DE REUSSITE,,9976,10140
14423,"715102U32D1",RELATIONS INTERNATIONALES : QUESTIONS GEOPOLITIQUES ET ECONOMIQUES,"5",ATTESTATION DE REUSSITE,"2022-12-31",9976,10140
14424,"715102U32D2",RELATIONS INTERNATIONALES : QUESTIONS GEOPOLITIQUES ET ECONOMIQUES,"5",ATTESTATION DE REUSSITE,,9976,10140
14425,"715102U32F1",ECONOMIE POLITIQUE,"0",ATTESTATION DE REUSSITE,,9976,10140
14426,"715103U32D1",TECHNIQUES DE NEGOCIATIONS COMMERCIALES,"3",ATTESTATION DE REUSSITE,"2025-12-31",9976,10140
14427,"715103U32F1",ECONOMIE GENERALE,"0",ATTESTATION DE REUSSITE,,9976,10140
14428,"715104U32D1",ELEMENTS D'ECONOMIE APPLIQUEE A L'IMMOBILIER,"5",ATTESTATION DE REUSSITE,,9976,10140
14429,"715105U32D1",ECONOMIE GENERALE ET E-ECONOMIE,"10",ATTESTATION DE REUSSITE,"2022-12-31",9976,10140
14430,"715105U32D2",ECONOMIE GENERALE ET E-ECONOMIE,"10",ATTESTATION DE REUSSITE,,9976,10140
14431,"715106U11C1",APPROCHE DU MARCHE DE L'EMPLOI,"0",ATTESTATION DE REUSSITE,,9978,10135
14432,"715107U32F2",QUESTIONS D'ECONOMIE INTERNATIONALE,"0",ATTESTATION DE REUSSITE,,9976,10140
14433,"715108U32C1",INTRODUCTION A L'ANALYSE DE LA VIE ECONOMIQUE,"0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14434,"715109U21E1",INITIATION A L'ECONOMIE,"0",ATTESTATION DE REUSSITE,,9979,10137
14435,"715110U21D1",INFORMATIQUE - VIE SOCIO-ECONOMIQUE,"0",ATTESTATION DE REUSSITE,,9979,10137
14436,"715111U32E1",GESTION ECONOMIQUE,"0",ATTESTATION DE REUSSITE,,9976,10140
14437,"715114U32S1",MECANISMES ECONOMIQUES,"0",ATTESTATION DE REUSSITE,,9976,10140
14438,"715115U32X1",ANIMATION EN ECOLE DE DEVOIRS : LES INSTITUTIONS POLITIQUES BELGES ET LES ORGANISMES PRIVES (CONVENTION),"0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14439,"715116U32S1",ECONOMIE POLITIQUE ET MARCHE DU TRAVAIL,"0",ATTESTATION DE REUSSITE,,9976,10140
14440,"715201U22C1",DOCUMENTS COMMERCIAUX NIVEAU 1,"0",ATTESTATION DE REUSSITE,"2022-12-31",9979,10136
14441,"715301U32D1",MATHEMATIQUES OPERATIONNELLES APPLIQUEES A LA LOGISTIQUE,"8",ATTESTATION DE REUSSITE,"2025-12-31",9976,10140
14442,"715301U32E1",ANALYSE DE DONNEES,"0",ATTESTATION DE REUSSITE,,9976,10140
14443,"715301U32F1",STATISTIQUE DE GESTION,"0",ATTESTATION DE REUSSITE,,9976,10140
14444,"715302U32F1","TECHNIQUES QUANTITATIVES DE GESTION ""C""","0",ATTESTATION DE REUSSITE,,9976,10140
14445,"715304U32D1",MATHEMATIQUES FINANCIERES,"4",ATTESTATION DE REUSSITE,"2023-12-31",9976,10140
14446,"715304U32D2",MATHEMATIQUES FINANCIERES ET STATISTIQUES,"5",ATTESTATION DE REUSSITE,,9976,10140
14447,"715304U32F1","TECHNIQUES QUANTITATIVES DE GESTION ""A""","0",ATTESTATION DE REUSSITE,,9976,10140
14448,"715306U32F1",NOTIONS DE RECHERCHE OPERATIONNELLE,"0",ATTESTATION DE REUSSITE,,9976,10140
14449,"715306U32S1",TECHNIQUES QUANTITATIVES DE GESTION,"0",ATTESTATION DE REUSSITE,,9976,10140
14450,"715307U32D1",MATHEMATIQUES APPLIQUEES A L'ASSURANCE VIE,"3",ATTESTATION DE REUSSITE,,9976,10140
14451,"715501U12C1","EPREUVE INTEGREE DE LA SECTION ""EMPLOYE : FORMATION POLYVALENTE","0",ATTESTATION DE REUSSITE,"2020-12-31",9978,10134
14452,"715501U21D1",STAGE : TECHNICIEN DE BUREAU,"0",ATTESTATION DE REUSSITE,,9979,10137
14453,"715501U21F1",SPECIALISATION : LES COMPETENCES SOCIALES POUR L'ACCUEIL EN ENTREPRISE,"0",ATTESTATION DE REUSSITE,,9979,10137
14454,"715501U21S1",STAGE D'INSERTION PROFESSIONNELLE : SECTEUR TERTIAIRE,"0",ATTESTATION DE REUSSITE,,9979,10137
14455,"715501U22C1",EPREUVE INTEGREE DE LA SECTION EMPLOYE DE BUREAU,"0",ATTESTATION DE REUSSITE,,9979,10136
14456,"715501U22D1",EPREUVE INTEGREE DE LA SECTION: TECHNICIEN DE BUREAU,"0",ATTESTATION DE REUSSITE,"2021-12-31",9979,10136
14457,"715501U22D2",EPREUVE INTEGREE DE LA SECTION : TECHNICIEN DE BUREAU,"0",ATTESTATION DE REUSSITE,,9979,10136
14458,"715502U21F1",SPECIALISATION : LES COMPETENCES SOCIALES POUR L'ACCUEIL EN ENTREPRISE : STAGE,"0",ATTESTATION DE REUSSITE,,9979,10137
14459,"715504U32S1",GESTION DES ENTREPRISES DE TOURISME,"0",ATTESTATION DE REUSSITE,,9976,10140
14460,"715504U42D1",GESTION DE LA PRODUCTION,"4",ATTESTATION DE REUSSITE,"2023-12-31",9977,10145
14461,"715504U42D2",GESTION ENTREPRENEURIALE ET SECURITE,"6",ATTESTATION DE REUSSITE,,9977,10145
14462,"715505U21W1",GUIDANCE POUR EMPLOYES DE SERVICES (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14463,"715507U32F1",NOTIONS DE BUREAUTIQUE,"0",ATTESTATION DE REUSSITE,,9976,10140
14464,"715508U21W1",FORMATION SOCIO-PROFESSIONNELLE POUR LES AGENTS DES T.E.C. -NIVEAU 1 (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14465,"715509U21W1",FORMATION SOCIO-PROFESSIONNELLE POUR LES AGENTS DES T.E.C. -NIVEAU 2 (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14466,"715510U21W1",FORMATION SOCIO-PROFESSIONNELLE POUR LES AGENTS DES T.E.C. -NIVEAU 3 (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14467,"715511U22E1",EPREUVE INTEGREE EMPLOYE DE SERVICE,"0",ATTESTATION DE REUSSITE,,9979,10136
14468,"715512U21E1",STAGES D'EMPLOYE DE SERVICES,"0",ATTESTATION DE REUSSITE,,9979,10137
14469,"715512U42D1",ASPECTS GENERAUX DE LA GESTION ECONOMIQUE ET HUMAINE,"7",ATTESTATION DE REUSSITE,"2023-12-31",9977,10145
14470,"715512U42D2",ASPECTS GENERAUX DE LA GESTION DES RESSOURCES HUMAINES,"4",ATTESTATION DE REUSSITE,,9977,10145
14471,"715513U21C1",COMMUNICATION INTERNE ET EXTERNE,"0",ATTESTATION DE REUSSITE,,9979,10137
14472,"715520U21D1",COMMUNICATION ORIENTEE CLIENTELE,"0",ATTESTATION DE REUSSITE,,9979,10137
14473,"715601U11C2",CONNAISSANCES DE GESTION,"0",ATTESTATION DE REUSSITE,"2020-12-31",9978,10135
14474,"715601U21E1",ELEMENTS DE GESTION,"0",ATTESTATION DE REUSSITE,,9979,10137
14475,"715601U22D2",CONNAISSANCES DE GESTION DE BASE,"0",ATTESTATION DE REUSSITE,,9979,10136
14476,"715601U22D3",CONNAISSANCES DE GESTION DE BASE,"0",ATTESTATION DE REUSSITE,,9979,10136
14477,"715601U32S1",GESTION COMPTABLE ET ECONOMIE,"0",ATTESTATION DE REUSSITE,,9976,10140
14478,"715602U32FA",GESTION SCIENTIFIQUE DES ENTREPRISES,"0",ATTESTATION DE REUSSITE,,9976,10140
14479,"715602U32S1",GESTION COMMERCIALE ET BUDGETAIRE,"0",ATTESTATION DE REUSSITE,,9976,10140
14480,"715602U33D1",ELEMENTS DE GESTION ET ECONOMIE RURALE,"15",ATTESTATION DE REUSSITE,,9976,10139
14481,"715603U33D1",GESTION DES EXPLOITATIONS AGRICOLES,"10",ATTESTATION DE REUSSITE,"2022-12-31",9976,10139
14482,"715603U33D2",GESTION DES EXPLOITATIONS AGRICOLES,"10",ATTESTATION DE REUSSITE,,9976,10139
14483,"715604U32S1",ELEMENTS DE COMPTABILITE ET DE GESTION BUDGETAIRE,"0",ATTESTATION DE REUSSITE,,9976,10140
14484,"715605U32F1",ELEMENTS DE GESTION FINANCIERE,"0",ATTESTATION DE REUSSITE,,9976,10140
14485,"715606U32FA",STRATEGIES COMMERCIALES ET FINANCIERES,"0",ATTESTATION DE REUSSITE,,9976,10140
14486,"715606U32F1",STRATEGIES COMMERCIALES ET FINANCIERES,"0",ATTESTATION DE REUSSITE,,9976,10140
14487,"715609U32F2",TECHNIQUES DE GESTION APPLIQUEES AUX PME,"0",ATTESTATION DE REUSSITE,,9976,10140
14488,"715610U22E1",DECOUVERTE DU METIER D'INDEPENDANT,"0",ATTESTATION DE REUSSITE,,9979,10136
14489,"715611U21E1",FISCALITE ET GESTION DES PME,"0",ATTESTATION DE REUSSITE,,9979,10137
14490,"715612U12F1",LABORATOIRE DE CONNAISSANCES DE GESTION,"0",ATTESTATION DE REUSSITE,,9978,10134
14491,"715612U32FA",LABORATOIRE D'INFORMATIQUE DE GESTION,"0",ATTESTATION DE REUSSITE,,9976,10140
14492,"715613U32F1",GESTION BUDGETAIRE - NIVEAU 2,"0",ATTESTATION DE REUSSITE,,9976,10140
14493,"715614U32F1",GESTION COMMERCIALE,"0",ATTESTATION DE REUSSITE,,9976,10140
14494,"715617U21X2",CREER SON ENTREPRISE : GESTION COMMERCIALE CONVENTION,"0",ATTESTATION DE REUSSITE,,9979,10137
14495,"715618U21X2",CREER SON ENTREPRISE : GESTION COMPTABLE CONVENTION,"0",ATTESTATION DE REUSSITE,,9979,10137
14496,"715619U21X2",CREER SON ENTREPRISE : ANALYSE ET LEGISLATION CONVENTION,"0",ATTESTATION DE REUSSITE,,9979,10137
14497,"715621U35C1",ELEMENTS DE GESTION DES SERVICES SOCIAUX A L'INTENTION DES INTERVENANTS SOCIAUX,"0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10143
14498,"715622U32C1",ETUDE DE FAISABILITE D'UN PROJET D'ENTREPRISE,"0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14499,"715622U32FA",LABORATOIRE D'INFORMATIQUE DE GESTION,"0",ATTESTATION DE REUSSITE,,9976,10140
14500,"715623U22C1",EPREUVE INTEGREE DE LA SECTION : ENTREPRENEUR EN COMMERCE ET ARTISANAT,"0",ATTESTATION DE REUSSITE,"2020-12-31",9979,10136
14501,"715624U21C1",ELABORATION ET STRUCTURATION DU PROJET D'ENTREPRISE,"0",ATTESTATION DE REUSSITE,"2020-12-31",9979,10137
14502,"715625U21C1",SUIVI ET DEVELOPPEMENT DU PROJET D'ENTREPRISE,"0",ATTESTATION DE REUSSITE,"2020-12-31",9979,10137
14503,"715626U32F1",METHODOLOGIE ET PRATIQUE DE LA GESTION DE PROJETS,"0",ATTESTATION DE REUSSITE,,9976,10140
14504,"715627U32S1",GESTION SCOLAIRE : PERFECTIONNEMENT,"0",ATTESTATION DE REUSSITE,,9976,10140
14505,"715628U32Y2",VENTE : NOTIONS DE GESTION ET D'ECONOMIE D'ENTREPRISE - CONVENTION HEC/ULG,"0",ATTESTATION DE REUSSITE,,9976,10140
14506,"715629U21C1",CONNAISSANCES SPECIFIQUES A L'ACCES A LA PROFESSION DE TRANSPORTEUR DE MARCHANDISES PAR VOIES NAVIGABLES DANS LE DOMAINE DES TRANSPORTS NATIONAUX ET INTERNATIONAUX,"0",ATTESTATION DE REUSSITE,"2021-12-31",9979,10137
14507,"715630U32S2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET INTERRESEAUX - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14508,"715631U32S2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET INTERRESEAUX - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14509,"715632U32FA",LABORATOIRE D'INFORMATIQUE DE GESTION-MARKETING,"0",ATTESTATION DE REUSSITE,,9976,10140
14510,"715632U32S2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET INTERRESEAUX - ENSEIGNEMENT FONDAMENTAL","0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14511,"715634U32C1","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,,9976,10140
14512,"715634U32F2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,"2021-12-31",9976,10140
14513,"715634U32F3","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,,9976,10140
14514,"715634U32S1","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14515,"715634U32S2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS : MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,,9976,10140
14516,"715635U32C1","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU CPEONS -ENSEIGNEMENT SECONDAIRE ORDINAIRE ET SPECIALISE","0",ATTESTATION DE REUSSITE,,9976,10140
14517,"715635U32E3","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS (HORS PROMOTION SOCIALE) - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU CF - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,,9976,10140
14518,"715635U32F2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MOODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,"2021-12-31",9976,10140
14519,"715635U32F3","FORMATION INITALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINSITRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,,9976,10140
14520,"715635U32S1","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14521,"715635U32S2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,,9976,10140
14522,"715636U32C1","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT FONDAMENTAL ORDINAIRE ET SPECIALISE","0",ATTESTATION DE REUSSITE,,9976,10140
14523,"715636U32E3","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISITRATIF, MATERIEL ET FINANCIER - VOLET RESEAU CF - ENSEIGNEMENT FONDAMENTAL","0",ATTESTATION DE REUSSITE,,9976,10140
14524,"715636U32F2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT FONDAMENTAL","0",ATTESTATION DE REUSSITE,"2021-12-31",9976,10140
14525,"715636U32F3","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINSITRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT FONDAMENTAL","0",ATTESTATION DE REUSSITE,,9976,10140
14526,"715636U32S1","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT FONDAMENTAL","0",ATTESTATION DE REUSSITE,"2020-12-31",9976,10140
14527,"715636U32S2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINSITRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT FONDAMENTAL","0",ATTESTATION DE REUSSITE,,9976,10140
14528,"715637U32C1","FORMATION SPECIFIQUE AUX FONCTIONS DE SELECTION (PROVISEUR, SOUS-DIRECTEUR, COORDINATEUR CEFA, CHEF D'ATELIER, EDUCATEUR-ECONOME ET SECRETAIRE DE DIRECTION) OU DE PROMOTION (CHEF DE TRAVAUX D'ATELIER) DANS L'ENSEIGNEMENT OFFICIEL NEUTRE SUBVENTIONNE AXE ADMINISTRATIF","0",ATTESTATION DE REUSSITE,,9976,10140
14529,"715637U32F2","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT SECONDAIRE ARTISTIQUE A HORAIRE REDUIT","0",ATTESTATION DE REUSSITE,"2021-12-31",9976,10140
14530,"715637U32F3","FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS - MODULE ADMINSITRATIF, MATERIEL ET FINANCIER - VOLET RESEAU - ENSEIGNEMENT SECONDAIRE ARTISTIQUE A HORAIRE REDUIT","0",ATTESTATION DE REUSSITE,,9976,10140
14531,"715638U21X1",ACCOMPAGNEMENT D'UN PLAN D'ENTREPRISE COMMERCIALE OU D'ECONOMIE SOCIALE (CONVENTION),"0",ATTESTATION DE REUSSITE,,9979,10137
14532,"715638U32E2",FORMATION DES ADMINISTRATEURS (FONCTION DE PROMOTION) - MODULE ADMINISTRATIF ET FINANCIER - RESEAU CF,"0",ATTESTATION DE REUSSITE,,9976,10140
14533,"715639U21X1",STAGE : ACCOMPAGNENENT D'UN PLAN D'ENTREPRISE COMMERCIALE OU D'ECONOMIE SOCIALE : CONVENTION,"0",ATTESTATION DE REUSSITE,,9979,10137
14534,"715640U32E3",FORMATION DE CHEF D'ATELIER (FONCTION DE SELECTION) ET DE CHEF DE TRAVAUX D'ATELIER (FONCTION DE PROMOTION) - MODULE ADMINISTRATIF - RESEAU CF,"0",ATTESTATION DE REUSSITE,,9976,10140
14535,"715641U32E1","FORMATION INITIALE OBLIGATOIRE DES COORDONNATEURS CEFA (HORS PROMOTION SOCIALE) - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU CF - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,,9976,10140
14536,"715642U32E1","FORMATION INITIALE OBLIGATOIRE DES SOUS-DIRECTEURS (HORS PROMOTION SOCIALE) - MODULE ADMINISTRATIF, MATERIEL ET FINANCIER - VOLET RESEAU CF - ENSEIGNEMENT SECONDAIRE","0",ATTESTATION DE REUSSITE,,9976,10140
14537,"715642U32FA",LABORATOIRE D'INFORMATIQUE DE GESTION,"0",ATTESTATION DE REUSSITE,,9976,10140
14538,"715643U32E1",FORMATION INITIALE OBLIGATOIRE DES SECRETAIRES DE DIRECTION - MODULE ADMINISTRATIF - VOLET RESEAU CF - ENSEIGNEMENT SECONDAIRE,"0",ATTESTATION DE REUSSITE,,9976,10140
14539,"715644U32E1","FORMATION INITIALE OBLIGATOIRE DE DIRECTEUR SESSION :""CONCEPTS, GESTION ADMINISTRATIVE ET PEDAGOGIQUE ET ORGANISATION D'UN ETABLISSEMENT"" VOLET RESEAU WBE - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,"2022-12-31",9976,10140
14540,"715645U32D1",FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS ET DIRECTRICES DE L'ENSEIGNEMENT : AXE ADMINISTRATIF VOLET INTER-RESEAUX - ENSEIGNEMENT DE PROMOTION SOCIALE,"0",ATTESTATION DE REUSSITE,,9976,10140
14541,"715646U32D1",FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS ET DIRECTRICES DE L'ENSEIGNEMENT : AXE ADMINSITRATIF VOLET INTER-RESEAUX - ENSEIGNEMENT FONDAMENTAL,"0",ATTESTATION DE REUSSITE,,9976,10140
14542,"715647U32D1",FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS ET DIRECTRICES DE L'ENSEIGNEMENT : AXE ADMINSITRATIF VOLET INTER-RESEAUX - ENSEIGNEMENT SECONDAIRE,"0",ATTESTATION DE REUSSITE,,9976,10140
14543,"715648U32D1",FORMATION INITIALE OBLIGATOIRE DES DIRECTEURS ET DIRECTRICES DE L'ENSEIGNEMENT : AXE ADMINSITRATIF VOLET INTER-RESEAUX - ENSEIGNEMENT SECONDAIRE ARTISTIQUE A HORAIRE REDUIT,"0",ATTESTATION DE REUSSITE,,9976,10140
14544,"715701U32D1","ANIMATEUR EN ACTION COLLECTIVE POLITIQUE, CULTURELLE ET SOCIALE : ELEMENTS DE BASE EN ECONOMIE","5",ATTESTATION DE REUSSITE,,9976,10140
14545,"715701U32E1","FORMATION INITIALE OBLIGATOIRE POUR LES FONCTIONS DE SECRETAIRE DE DIRECTION - SESSION : ""CONCEPTS, GESTION ADMINISTRATIVE ET PEDAGOGIQUE ET ORGANISATION D'UN ETABLISSEMENT"" VOLET RESEAU WBE - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,,9976,10140
14546,"715701U35Z1",SENS ET METHODOLOGIE DE L'ACTION COLLECTIVE LOCALE (CONVENTION),"0",ATTESTATION DE REUSSITE,,9976,10143
14547,"715702U32D1",EPREUVE INTEGREE DE LA SECTION : SPECIALISATION EN GESTION D'ENTREPRISE D'ECONOMIE SOCIALE,"10",ATTESTATION DE REUSSITE,"2023-08-31",9976,10140
14548,"715702U32D2",EPREUVE INTEGREE DE LA SECTION : BACHELIER DE SPECIALISATION: GESTION D'ENTREPRISE D'ECONOMIE SOCIALE,"10",ATTESTATION DE REUSSITE,,9976,10140
14549,"715702U32E1","FORMATION INITIALE OBLIGATOIRE DES SOUS-DIRECTEURS SESSION : ""CONCEPTS, GESTION ADMINISTRATIVE ET PEDAGOGIQUE ET ORGANISATION D'UN ETABLISSEMENT"" VOLET RESEAU WBE - ENSEIGNEMENT DE PROMOTION SOCIALE","0",ATTESTATION DE REUSSITE,,9976,10140
14550,"715702U35D1","ANIMATEUR EN ACTION COLLECTIVE POLITIQUE, CULTURELLE ET SOCIALE : ELEMENTS DE DROIT POUR L'ACTION SOCIALE","5",ATTESTATION DE REUSSITE,,9976,10143
14551,"715703U32D1",ACTIVITES PROFESSIONNELLES DE FORMATION : SPECIALISATION EN GESTION D'ENTREPRISE D'ECONOMIE SOCIALE,"5",ATTESTATION DE REUSSITE,"2023-08-31",9976,10140
